antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Smoking', 'BMIGroup_Underweight', 'PhysicalActivity', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'Smoking', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})","frozenset({'Smoking', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'PhysicalActivity', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'Smoking', 'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'SleepQuality', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'Smoking', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Smoking', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'PhysicalActivity', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'PhysicalActivity'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'PhysicalActivity', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'Diagnosis', 'AlcoholConsumption', 'Smoking', 'PhysicalActivity', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'Diagnosis', 'FamilyHistoryAlzheimers', 'Smoking', 'PhysicalActivity', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight'})","frozenset({'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'PhysicalActivity', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'PhysicalActivity'})","frozenset({'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'PhysicalActivity'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
frozenset({'BMIGroup_Underweight'}),"frozenset({'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'PhysicalActivity', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'DietQuality'})",frozenset({'SleepQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'SleepQuality'})",frozenset({'DietQuality'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'DietQuality', 'SleepQuality'})",frozenset({'Smoking'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'Smoking', 'DietQuality', 'SleepQuality'})",frozenset({'AlcoholConsumption'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'AlcoholConsumption', 'Smoking', 'DietQuality', 'SleepQuality'})",frozenset({'FamilyHistoryAlzheimers'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'DietQuality', 'SleepQuality'})",frozenset({'Diagnosis'}),0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking'})","frozenset({'DietQuality', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'DietQuality'})","frozenset({'Smoking', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'SleepQuality'})","frozenset({'Smoking', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'Smoking', 'DietQuality'})","frozenset({'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'Smoking', 'SleepQuality'})","frozenset({'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'FamilyHistoryAlzheimers', 'DietQuality', 'SleepQuality'})","frozenset({'Smoking', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'AlcoholConsumption', 'Smoking', 'DietQuality'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'AlcoholConsumption', 'Smoking', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'AlcoholConsumption', 'DietQuality', 'SleepQuality'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'Diagnosis', 'Smoking', 'DietQuality', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'DietQuality'})","frozenset({'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Smoking', 'SleepQuality'})","frozenset({'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'DietQuality', 'SleepQuality'})","frozenset({'Smoking', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'FamilyHistoryAlzheimers', 'Smoking', 'DietQuality', 'SleepQuality'})","frozenset({'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Smoking', 'DietQuality', 'SleepQuality'})","frozenset({'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'Smoking', 'SleepQuality', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality', 'Diagnosis'})","frozenset({'Smoking', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'Smoking', 'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'DietQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'DietQuality', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality'})","frozenset({'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'DietQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality', 'DietQuality'})","frozenset({'Smoking', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'DietQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'SleepQuality', 'DietQuality'})","frozenset({'FamilyHistoryAlzheimers', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'SleepQuality', 'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'AlcoholConsumption', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'Diagnosis'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'DietQuality', 'AlcoholConsumption'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'Smoking', 'SleepQuality', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'BMIGroup_Underweight'})","frozenset({'DietQuality', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'DietQuality'})","frozenset({'Smoking', 'SleepQuality', 'AlcoholConsumption', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'FamilyHistoryAlzheimers', 'BMIGroup_Underweight', 'SleepQuality'})","frozenset({'Smoking', 'AlcoholConsumption', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'Smoking', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'FamilyHistoryAlzheimers', 'SleepQuality', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'DietQuality', 'BMIGroup_Underweight', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'SleepQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
"frozenset({'BMIGroup_Underweight', 'SleepQuality', 'AlcoholConsumption'})","frozenset({'Smoking', 'FamilyHistoryAlzheimers', 'DietQuality', 'Diagnosis'})",0.5072126570497906,1.0,0.5072126570497906,1.0,1.0,1.0,0.0,inf,0.0,0.5072126570497906,0.0,0.7536063285248953
